Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time
2022-12-03,Seated Dumbbell Lateral Raise,Shoulders,6.0,kgs,8,,,
2022-12-03,Seated Dumbbell Lateral Raise,Shoulders,8.0,kgs,8,,,
2022-12-03,Seated Dumbbell Lateral Raise,Shoulders,6.0,kgs,8,,,
2022-12-03,Seated Dumbbell Lateral Raise,Shoulders,8.0,kgs,8,,,
2022-12-03,Seated Dumbbell Lateral Raise,Shoulders,6.0,kgs,8,,,
2022-12-03,Cable Flyes,Chest,15.0,kgs,12,,,
2022-12-03,Cable Crunch,Abs,40.0,kgs,12,,,
2022-12-03,Cable Flyes,Chest,15.0,kgs,9,,,
2022-12-03,Cable Crunch,Abs,40.0,kgs,12,,,
2022-12-03,Cable Crunch,Abs,40.0,kgs,10,,,
2022-12-03,Cable Flyes,Chest,15.0,kgs,8,,,
2022-12-04,Dumbbell Row,Back,42.0,kgs,10,,,
2022-12-04,Dumbbell Row,Back,42.0,kgs,8,,,
2022-12-04,Walking,Cardio,,,,4000.0,m,0:40:00
2022-12-04,Dumbbell Row,Back,40.5,kgs,8,,,
2022-12-04,Straight-Arm Cable Pushdown,Back,32.5,kgs,12,,,
2022-12-04,Straight-Arm Cable Pushdown,Back,36.25,kgs,8,,,
2022-12-04,Straight-Arm Cable Pushdown,Back,36.25,kgs,7,,,
2022-12-04,Rear Delt Machine Fly,Shoulders,61.0,kgs,8,,,
2022-12-04,Rear Delt Machine Fly,Shoulders,61.0,kgs,6,,,
2022-12-04,Rear Delt Machine Fly,Shoulders,54.0,kgs,8,,,
2022-12-04,Bar pushdown,Triceps,38.75,kgs,10,,,
2022-12-04,Bar pushdown,Triceps,36.25,kgs,14,,,
2022-12-04,Bar pushdown,Triceps,36.25,kgs,8,,,
2022-12-04,Cable Crunch,Abs,41.25,kgs,10,,,
2022-12-04,Cable Crunch,Abs,41.25,kgs,13,,,
2022-12-04,Cable Crunch,Abs,41.25,kgs,11,,,
2022-12-07,Leg Press,Legs,70.0,kgs,12,,,
2022-12-07,Leg Press,Legs,120.0,kgs,8,,,
2022-12-07,Leg Press,Legs,160.0,kgs,6,,,
2022-12-07,Leg Press,Legs,190.0,kgs,12,,,
2022-12-07,Leg Press,Legs,190.0,kgs,12,,,
2022-12-07,Leg Press,Legs,190.0,kgs,12,,,
2022-12-07,Leg Press,Legs,190.0,kgs,9,,,
2022-12-07,Smith Machine Lunges,Legs,35.0,kgs,9,,,
2022-12-07,Smith Machine Lunges,Legs,35.0,kgs,8,,,
2022-12-07,Smith Machine Lunges,Legs,35.0,kgs,8,,,
2022-12-07,Glute Drive Machine,Legs,140.4,kgs,12,,,
2022-12-07,Glute Drive Machine,Legs,140.4,kgs,10,,,
2022-12-07,Glute Drive Machine,Legs,140.4,kgs,10,,,
2022-12-07,Seated Incline Dumbbell Curl,Biceps,16.0,kgs,10,,,
2022-12-07,Seated Incline Dumbbell Curl,Biceps,16.0,kgs,8,,,
2022-12-07,Seated Incline Dumbbell Curl,Biceps,16.0,kgs,5,,,
2022-12-10,Flat Barbell Bench Press,Chest,20.0,kgs,20,,,
2022-12-10,Flat Barbell Bench Press,Chest,60.0,kgs,10,,,
2022-12-10,Flat Barbell Bench Press,Chest,80.0,kgs,5,,,
2022-12-10,Flat Barbell Bench Press,Chest,100.0,kgs,3,,,
2022-12-10,Flat Barbell Bench Press,Chest,110.0,kgs,5,,,
2022-12-10,Flat Barbell Bench Press,Chest,110.0,kgs,5,,,
2022-12-10,Flat Barbell Bench Press,Chest,110.0,kgs,3,,,
2022-12-10,Flat Barbell Bench Press,Chest,100.0,kgs,6,,,
2022-12-10,Flat Barbell Bench Press,Chest,100.0,kgs,4,,,
2022-12-10,Seated Dumbbell Press,Shoulders,22.0,kgs,12,,,
2022-12-10,Seated Dumbbell Press,Shoulders,24.0,kgs,9,,,
2022-12-10,Seated Dumbbell Press,Shoulders,24.0,kgs,8,,,
2022-12-10,Cable Flyes,Chest,15.0,kgs,11,,,
2022-12-10,Cable Flyes,Chest,15.0,kgs,11,,,
2022-12-10,Cable Flyes,Chest,15.0,kgs,8,,,
2022-12-10,Rope Push Down,Triceps,28.75,kgs,14,,,
2022-12-10,Rope Push Down,Triceps,28.75,kgs,11,,,
2022-12-10,Rope Push Down,Triceps,28.75,kgs,9,,,
2022-12-10,Lateral Dumbbell Raise,Shoulders,8.0,kgs,10,,,
2022-12-10,Lateral Dumbbell Raise,Shoulders,8.0,kgs,10,,,
2022-12-10,Lateral Dumbbell Raise,Shoulders,8.0,kgs,10,,,
2022-12-10,Torso Rotatio,Abs,58.5,kgs,8,,,
2022-12-10,Torso Rotatio,Abs,49.5,kgs,10,,,
2022-12-10,Torso Rotatio,Abs,49.5,kgs,10,,,
2022-12-11,Deadlift,Back,60.0,kgs,10,,,
2022-12-11,Deadlift,Back,60.0,kgs,8,,,
2022-12-11,Deadlift,Back,100.0,kgs,6,,,
2022-12-11,Deadlift,Back,140.0,kgs,5,,,
2022-12-11,Deadlift,Back,160.0,kgs,4,,,
2022-12-11,Deadlift,Back,160.0,kgs,4,,,
2022-12-11,Deadlift,Back,160.0,kgs,5,,,
2022-12-11,Deadlift,Back,195.0,kgs,1,,,
2022-12-11,Deadlift,Back,205.0,kgs,1,,,
2022-12-11,Pull Up,Back,0.0,kgs,10,,,
2022-12-11,Pull Up,Back,0.0,kgs,10,,,
2022-12-11,Pull Up,Back,0.0,kgs,10,,,
2022-12-14,Flat Barbell Bench Press,Chest,20.0,kgs,20,,,
2022-12-14,Flat Barbell Bench Press,Chest,60.0,kgs,10,,,
2022-12-14,Flat Barbell Bench Press,Chest,80.0,kgs,5,,,
2022-12-14,Flat Barbell Bench Press,Chest,100.0,kgs,5,,,
2022-12-14,Flat Barbell Bench Press,Chest,90.0,kgs,7,,,
2022-12-14,Flat Barbell Bench Press,Chest,90.0,kgs,7,,,
2022-12-14,Flat Barbell Bench Press,Chest,90.0,kgs,6,,,
2022-12-14,Flat Barbell Bench Press,Chest,90.0,kgs,5,,,
2022-12-14,Lat Pulldown,Back,42.5,kgs,10,,,
2022-12-14,Lat Pulldown,Back,90.0,kgs,12,,,
2022-12-14,Lat Pulldown,Back,90.0,kgs,10,,,
2022-12-14,Lat Pulldown,Back,90.0,kgs,8,,,
2022-12-14,Cable Flyes,Chest,15.0,kgs,13,,,
2022-12-14,Cable Flyes,Chest,15.0,kgs,10,,,
2022-12-14,Cable Flyes,Chest,15.0,kgs,10,,,
2022-12-14,Wide Recoil Cable Pushdown,Triceps,36.25,kgs,12,,,
2022-12-14,Wide Recoil Cable Pushdown,Triceps,40.0,kgs,12,,,
2022-12-14,Wide Recoil Cable Pushdown,Triceps,40.0,kgs,10,,,
2022-12-14,Rear Delt Machine Fly,Shoulders,47.0,kgs,12,,,
2022-12-14,Rear Delt Machine Fly,Shoulders,61.0,kgs,10,,,
2022-12-14,Rear Delt Machine Fly,Shoulders,61.0,kgs,11,,,
2022-12-14,Rear Delt Machine Fly,Shoulders,61.0,kgs,8,,,
2022-12-20,Flat Barbell Bench Press,Chest,20.0,kgs,20,,,
2022-12-20,Flat Barbell Bench Press,Chest,60.0,kgs,10,,,
2022-12-20,Flat Barbell Bench Press,Chest,80.0,kgs,8,,,
2022-12-20,Flat Barbell Bench Press,Chest,100.0,kgs,3,,,
2022-12-20,Flat Barbell Bench Press,Chest,110.0,kgs,7,,,
2022-12-20,Flat Barbell Bench Press,Chest,110.0,kgs,5,,,
2022-12-20,Flat Barbell Bench Press,Chest,110.0,kgs,4,,,
2022-12-20,Incline Barbell Bench Press,Chest,60.0,kgs,10,,,
2022-12-20,Incline Barbell Bench Press,Chest,60.0,kgs,11,,,
2022-12-20,Barbell Front Squat,Legs,20.0,kgs,10,,,
2022-12-20,Barbell Front Squat,Legs,40.0,kgs,8,,,
2022-12-20,Barbell Front Squat,Legs,60.0,kgs,5,,,
2022-12-20,Barbell Front Squat,Legs,70.0,kgs,5,,,
2022-12-20,Barbell Front Squat,Legs,80.0,kgs,5,,,
2022-12-20,Barbell Front Squat,Legs,80.0,kgs,5,,,
2022-12-20,Dumbbell Curl,Biceps,20.0,kgs,9,,,
2022-12-20,Dumbbell Delt Raise,Shoulders,9.0,kgs,10,,,
2022-12-20,Dumbbell Delt Raise,Shoulders,9.0,kgs,9,,,
2022-12-20,Dumbbell Curl,Biceps,20.0,kgs,6,,,
2022-12-20,Dumbbell Curl,Biceps,18.0,kgs,6,,,
2022-12-20,Dumbbell Delt Raise,Shoulders,9.0,kgs,8,,,
2022-12-20,Jefferson Curl,Back,16.0,kgs,10,,,
2022-12-20,Jefferson Curl,Back,16.0,kgs,10,,,
2022-12-20,Jefferson Curl,Back,16.0,kgs,10,,,
2022-12-20,Cable Crunch,Abs,41.25,kgs,12,,,
2022-12-20,Cable Crunch,Abs,41.25,kgs,12,,,
2022-12-20,Cable Crunch,Abs,41.25,kgs,10,,,
2022-12-25,Deadlift,Back,60.0,kgs,8,,,
2022-12-25,Deadlift,Back,80.0,kgs,8,,,
2022-12-25,Deadlift,Back,100.0,kgs,8,,,
2022-12-25,Deadlift,Back,140.0,kgs,5,,,
2022-12-25,Deadlift,Back,120.0,kgs,8,,,
2022-12-25,Deadlift,Back,120.0,kgs,8,,,
2022-12-25,Deadlift,Back,120.0,kgs,1,,,
2022-12-25,Flat Barbell Bench Press,Chest,20.0,kgs,20,,,
2022-12-25,Flat Barbell Bench Press,Chest,60.0,kgs,8,,,
2022-12-25,Flat Barbell Bench Press,Chest,80.0,kgs,7,,,
2022-12-25,Flat Barbell Bench Press,Chest,100.0,kgs,7,,,
2022-12-25,Flat Barbell Bench Press,Chest,100.0,kgs,8,,,
2022-12-25,Underhand Recoil Cable Row,Back,90.0,kgs,10,,,
2022-12-25,Underhand Recoil Cable Row,Back,90.0,kgs,10,,,
2022-12-25,Underhand Recoil Cable Row,Back,90.0,kgs,10,,,
2022-12-25,Rope Push Down,Triceps,31.25,kgs,11,,,
2022-12-25,Rope Push Down,Triceps,31.25,kgs,8,,,
2022-12-25,Rope Push Down,Triceps,31.25,kgs,8,,,
2022-12-25,Chest Press Machine,Chest,75.0,kgs,6,,,
2022-12-25,Chest Press Machine,Chest,68.0,kgs,12,,,
2022-12-25,Chest Press Machine,Chest,68.0,kgs,8,,,
2022-12-25,Cable Crunch,Abs,41.25,kgs,13,,,
2022-12-25,Cable Crunch,Abs,41.25,kgs,11,,,
2022-12-25,Cable Crunch,Abs,41.25,kgs,10,,,
2022-12-27,Barbell Front Squat,Legs,20.0,kgs,10,,,
2022-12-27,Barbell Front Squat,Legs,40.0,kgs,8,,,
2022-12-27,Barbell Front Squat,Legs,60.0,kgs,5,,,
2022-12-27,Barbell Front Squat,Legs,80.0,kgs,2,,,
2022-12-27,Barbell Front Squat,Legs,85.0,kgs,5,,,
2022-12-27,Barbell Front Squat,Legs,87.5,kgs,5,,,
2022-12-27,Barbell Front Squat,Legs,87.5,kgs,5,,,
2022-12-27,Bulgarian Split Squat 2 Dumbbells,Legs,0.0,kgs,10,,,
2022-12-27,Bulgarian Split Squat 2 Dumbbells,Legs,12.0,kgs,10,,,
2022-12-27,Bulgarian Split Squat 2 Dumbbells,Legs,12.0,kgs,10,,,
2022-12-27,Lying Leg Curl Machine,Legs,74.0,kgs,10,,,
2022-12-27,Lying Leg Curl Machine,Legs,67.0,kgs,8,,,
2022-12-27,Lying Leg Curl Machine,Legs,67.0,kgs,6,,,
2022-12-27,Leg Extension Machine,Legs,117.0,kgs,9,,,
2022-12-27,Leg Extension Machine,Legs,110.0,kgs,10,,,
2022-12-27,Leg Extension Machine,Legs,110.0,kgs,8,,,
2022-12-27,Seated Incline Dumbbell Curl,Biceps,18.0,kgs,9,,,
2022-12-27,Seated Incline Dumbbell Curl,Biceps,18.0,kgs,6,,,
2022-12-27,Seated Incline Dumbbell Curl,Biceps,16.0,kgs,6,,,
2023-01-03,Flat Barbell Bench Press,Chest,20.0,kgs,20,,,
2023-01-03,Flat Barbell Bench Press,Chest,60.0,kgs,8,,,
2023-01-03,Flat Barbell Bench Press,Chest,80.0,kgs,5,,,
2023-01-03,Flat Barbell Bench Press,Chest,100.0,kgs,4,,,
2023-01-03,Flat Barbell Bench Press,Chest,120.0,kgs,3,,,
2023-01-03,Flat Barbell Bench Press,Chest,110.0,kgs,6,,,
2023-01-03,Flat Barbell Bench Press,Chest,110.0,kgs,5,,,
2023-01-03,Flat Barbell Bench Press,Chest,100.0,kgs,8,,,
2023-01-03,Flat Barbell Bench Press,Chest,100.0,kgs,8,,,
2023-01-03,Cable Flyes,Chest,15.0,kgs,14,,,
2023-01-03,Cable Flyes,Chest,17.5,kgs,7,,,
2023-01-03,Cable Flyes,Chest,17.5,kgs,8,,,
2023-01-03,Dumbbell Curl,Biceps,20.0,kgs,3,,,
2023-01-03,Dumbbell Curl,Biceps,18.0,kgs,7,,,
2023-01-03,Dumbbell Curl,Biceps,18.0,kgs,8,,,
2023-01-05,Sumo Deadlift,Legs,60.0,kgs,5,,,
2023-01-05,Sumo Deadlift,Legs,80.0,kgs,5,,,
2023-01-05,Sumo Deadlift,Legs,100.0,kgs,5,,,
2023-01-05,Sumo Deadlift,Legs,120.0,kgs,5,,,
2023-01-05,Sumo Deadlift,Legs,120.0,kgs,5,,,
2023-01-05,Sumo Deadlift,Legs,120.0,kgs,5,,,
2023-01-05,Overhead Press,Shoulders,20.0,kgs,10,,,
2023-01-05,Overhead Press,Shoulders,40.0,kgs,8,,,
2023-01-05,Overhead Press,Shoulders,55.0,kgs,8,,,
2023-01-05,Close Grip Recoil Pulldown,Back,50.0,kgs,12,,,
2023-01-05,Close Grip Recoil Pulldown,Back,80.0,kgs,5,,,
2023-01-05,Close Grip Recoil Pulldown,Back,100.0,kgs,9,,,
2023-01-05,Close Grip Recoil Pulldown,Back,100.0,kgs,7,,,
2023-01-05,Close Grip Recoil Pulldown,Back,100.0,kgs,7,,,
2023-01-05,Lateral Dumbbell Raise,Shoulders,6.0,kgs,13,,,
2023-01-05,Lateral Dumbbell Raise,Shoulders,10.0,kgs,12,,,
2023-01-05,Lateral Dumbbell Raise,Shoulders,10.0,kgs,10,,,
2023-01-05,Lateral Dumbbell Raise,Shoulders,10.0,kgs,10,,,
2023-01-05,Close Recoil Pushdown,Triceps,25.0,kgs,10,,,
2023-01-05,Close Recoil Pushdown,Triceps,40.0,kgs,12,,,
2023-01-05,Close Recoil Pushdown,Triceps,43.75,kgs,7,,,
2023-01-05,Cable Crunch,Abs,40.0,kgs,11,,,
2023-01-05,Close Recoil Pushdown,Triceps,40.0,kgs,10,,,
2023-01-05,Cable Crunch,Abs,40.0,kgs,10,,,
2023-01-05,Cable Crunch,Abs,40.0,kgs,11,,,
2023-01-16,Flat Barbell Bench Press,Chest,20.0,kgs,20,,,
2023-01-16,Flat Barbell Bench Press,Chest,60.0,kgs,8,,,
2023-01-16,Flat Barbell Bench Press,Chest,80.0,kgs,5,,,
2023-01-16,Flat Barbell Bench Press,Chest,100.0,kgs,4,,,
2023-01-16,Flat Barbell Bench Press,Chest,110.0,kgs,4,,,
2023-01-16,Flat Barbell Bench Press,Chest,110.0,kgs,4,,,
2023-01-16,Flat Barbell Bench Press,Chest,100.0,kgs,7,,,
2023-01-16,Flat Barbell Bench Press,Chest,100.0,kgs,8,,,
2023-01-16,Barbell Front Squat,Legs,20.0,kgs,10,,,
2023-01-16,Barbell Front Squat,Legs,60.0,kgs,5,,,
2023-01-16,Barbell Front Squat,Legs,80.0,kgs,4,,,
2023-01-16,Barbell Front Squat,Legs,90.0,kgs,5,,,
2023-01-16,Barbell Front Squat,Legs,90.0,kgs,4,,,
2023-01-16,Barbell Front Squat,Legs,90.0,kgs,3,,,
2023-01-16,Dumbbell Curl,Biceps,20.0,kgs,9,,,
2023-01-16,Dumbbell Curl,Biceps,20.0,kgs,5,,,
2023-01-16,Dumbbell Curl,Biceps,14.0,kgs,3,,,
2023-01-16,Dumbbell Curl,Biceps,20.0,kgs,3,,,
2023-01-16,Dumbbell Curl,Biceps,14.0,kgs,4,,,
2023-01-16,Dumbbell Delt Raise,Shoulders,12.0,kgs,9,,,
2023-01-16,Dumbbell Delt Raise,Shoulders,12.0,kgs,9,,,
2023-01-16,Dumbbell Delt Raise,Shoulders,12.0,kgs,9,,,
2023-01-16,Sälrodd,Back,40.0,kgs,10,,,
2023-01-16,Sälrodd,Back,60.0,kgs,9,,,
2023-01-16,Sälrodd,Back,60.0,kgs,9,,,
2023-01-16,Sälrodd,Back,60.0,kgs,9,,,
2023-01-16,Cable Crunch,Abs,43.75,kgs,10,,,
2023-01-19,Deadlift,Back,20.0,kgs,8,,,
2023-01-19,Deadlift,Back,70.0,kgs,8,,,
2023-01-19,Deadlift,Back,110.0,kgs,6,,,
2023-01-19,Deadlift,Back,140.0,kgs,4,,,
2023-01-19,Deadlift,Back,160.0,kgs,5,,,
2023-01-19,Deadlift,Back,160.0,kgs,4,,,
2023-01-19,Deadlift,Back,160.0,kgs,4,,,
2023-01-19,Overhead Press,Shoulders,20.0,kgs,10,,,
2023-01-19,Overhead Press,Shoulders,40.0,kgs,5,,,
2023-01-19,Overhead Press,Shoulders,50.0,kgs,5,,,
2023-01-19,Overhead Press,Shoulders,57.5,kgs,6,,,
2023-01-19,Overhead Press,Shoulders,55.0,kgs,4,,,
2023-01-19,Overhead Press,Shoulders,50.0,kgs,6,,,
2023-01-19,Close Recoil Pushdown,Triceps,25.0,kgs,10,,,
2023-01-19,Close Recoil Pushdown,Triceps,43.75,kgs,9,,,
2023-01-19,Close Recoil Pushdown,Triceps,40.0,kgs,10,,,
2023-01-19,Close Recoil Pushdown,Triceps,40.0,kgs,9,,,
2023-01-19,Close Recoil Pushdown,Triceps,40.0,kgs,7,,,
2023-01-21,Dumbbell Row,Back,30.0,kgs,8,,,
2023-01-21,Dumbbell Row,Back,39.0,kgs,10,,,
2023-01-21,Dumbbell Row,Back,39.0,kgs,10,,,
2023-01-21,Dumbbell Row,Back,39.0,kgs,10,,,
2023-01-21,Seated Machine Fly,Chest,40.0,kgs,10,,,
2023-01-21,Seated Machine Fly,Chest,61.0,kgs,12,,,
2023-01-21,Seated Machine Fly,Chest,68.0,kgs,10,,,
2023-01-21,Seated Machine Fly,Chest,68.0,kgs,9,,,
2023-01-21,Dumbbell Delt Raise,Shoulders,10.0,kgs,10,,,
2023-01-21,Dumbbell Delt Raise,Shoulders,10.0,kgs,10,,,
2023-01-21,Dumbbell Delt Raise,Shoulders,10.0,kgs,10,,,
2023-01-21,Seated Calf Raise Machine,Legs,25.0,kgs,10,,,
2023-01-21,Seated Calf Raise Machine,Legs,45.0,kgs,12,,,
2023-01-21,Seated Calf Raise Machine,Legs,45.0,kgs,9,,,
2023-01-21,Seated Calf Raise Machine,Legs,45.0,kgs,8,,,
2023-01-21,Dumbbell Preacher Curl,Biceps,16.0,kgs,9,,,
2023-01-21,Dumbbell Preacher Curl,Biceps,16.0,kgs,7,,,
2023-01-21,Dumbbell Preacher Curl,Biceps,16.0,kgs,6,,,
2023-01-24,Flat Barbell Bench Press,Chest,20.0,kgs,20,,,
2023-01-24,Flat Barbell Bench Press,Chest,60.0,kgs,10,,,
2023-01-24,Flat Barbell Bench Press,Chest,80.0,kgs,6,,,
2023-01-24,Flat Barbell Bench Press,Chest,100.0,kgs,5,,,
2023-01-24,Flat Barbell Bench Press,Chest,110.0,kgs,6,,,
2023-01-24,Flat Barbell Bench Press,Chest,110.0,kgs,5,,,
2023-01-24,Flat Barbell Bench Press,Chest,100.0,kgs,7,,,
2023-01-24,Flat Barbell Bench Press,Chest,80.0,kgs,5,,,
2023-01-24,Flat Barbell Bench Press,Chest,60.0,kgs,5,,,
2023-01-24,Flat Barbell Bench Press,Chest,60.0,kgs,4,,,
2023-01-24,Barbell Front Squat,Legs,20.0,kgs,10,,,
2023-01-24,Barbell Front Squat,Legs,50.0,kgs,8,,,
2023-01-24,Barbell Front Squat,Legs,70.0,kgs,5,,,
2023-01-24,Barbell Front Squat,Legs,80.0,kgs,5,,,
2023-01-24,Barbell Front Squat,Legs,80.0,kgs,5,,,
2023-01-24,Barbell Front Squat,Legs,80.0,kgs,6,,,
2023-01-24,Hip Thrusts,Legs,50.0,kgs,10,,,
2023-01-24,Hip Thrusts,Legs,90.0,kgs,8,,,
2023-01-24,Hip Thrusts,Legs,120.0,kgs,10,,,
2023-01-24,Hip Thrusts,Legs,130.0,kgs,10,,,
2023-01-24,Close Recoil Pushdown,Triceps,25.0,kgs,10,,,
2023-01-24,Close Recoil Pushdown,Triceps,38.75,kgs,12,,,
2023-01-24,Close Recoil Pushdown,Triceps,43.75,kgs,8,,,
2023-01-24,Close Recoil Pushdown,Triceps,41.25,kgs,8,,,
2023-01-24,Cable Crunch,Abs,41.25,kgs,9,,,
2023-01-24,Cable Crunch,Abs,41.25,kgs,10,,,
2023-01-27,Running (Treadmill),Cardio,,,,600.0,m,0:05:00
2023-01-27,Deadlift,Back,30.0,kgs,10,,,
2023-01-27,Deadlift,Back,60.0,kgs,8,,,
2023-01-27,Deadlift,Back,100.0,kgs,6,,,
2023-01-27,Deadlift,Back,120.0,kgs,5,,,
2023-01-27,Deadlift,Back,140.0,kgs,5,,,
2023-01-27,Deadlift,Back,150.0,kgs,5,,,
2023-01-27,Deadlift,Back,150.0,kgs,5,,,
2023-01-27,Deadlift,Back,150.0,kgs,5,,,
2023-01-27,Overhead Press,Shoulders,20.0,kgs,10,,,
2023-01-27,Overhead Press,Shoulders,40.0,kgs,8,,,
2023-01-27,Overhead Press,Shoulders,50.0,kgs,5,,,
2023-01-27,Overhead Press,Shoulders,55.0,kgs,7,,,
2023-01-27,Overhead Press,Shoulders,55.0,kgs,5,,,
2023-01-27,Overhead Press,Shoulders,55.0,kgs,3,,,
2023-01-27,Overhead Press,Shoulders,40.0,kgs,6,,,
2023-01-27,Dumbbell Curl,Biceps,20.0,kgs,10,,,
2023-01-27,Dumbbell Curl,Biceps,18.0,kgs,8,,,
2023-01-27,Dumbbell Curl,Biceps,18.0,kgs,7,,,
2023-01-27,Close Grip Recoil Pulldown,Back,70.0,kgs,10,,,
2023-01-27,Close Grip Recoil Pulldown,Back,100.0,kgs,10,,,
2023-01-27,Close Grip Recoil Pulldown,Back,90.0,kgs,10,,,
2023-01-29,Flat Barbell Bench Press,Chest,20.0,kgs,20,,,
2023-01-29,Flat Barbell Bench Press,Chest,60.0,kgs,12,,,
2023-01-29,Flat Barbell Bench Press,Chest,80.0,kgs,6,,,
2023-01-29,Flat Barbell Bench Press,Chest,100.0,kgs,5,,,
2023-01-29,Flat Barbell Bench Press,Chest,110.0,kgs,5,,,
2023-01-29,Flat Barbell Bench Press,Chest,100.0,kgs,7,,,
2023-01-29,Flat Barbell Bench Press,Chest,100.0,kgs,5,,,
2023-01-29,Barbell Squat,Legs,20.0,kgs,10,,,
2023-01-29,Barbell Squat,Legs,60.0,kgs,10,,,
2023-01-29,Barbell Squat,Legs,100.0,kgs,5,,,
2023-01-29,Barbell Squat,Legs,120.0,kgs,2,,,
2023-01-29,Barbell Front Squat,Legs,80.0,kgs,5,,,
2023-01-29,Barbell Front Squat,Legs,80.0,kgs,5,,,
2023-01-29,Barbell Front Squat,Legs,85.0,kgs,5,,,
2023-01-29,Back Extension,Back,0.0,kgs,12,,,
2023-01-29,Back Extension,Back,15.0,kgs,10,,,
2023-01-29,Back Extension,Back,15.0,kgs,7,,,
2023-01-29,Back Extension,Back,15.0,kgs,7,,,
2023-01-29,Cable Flyes,Chest,17.5,kgs,11,,,
2023-01-29,Cable Flyes,Chest,15.0,kgs,9,,,
2023-01-29,Cable Flyes,Chest,15.0,kgs,8,,,
2023-01-29,Close Recoil Pushdown,Triceps,43.75,kgs,11,,,
2023-01-29,Cable Crunch,Abs,43.75,kgs,9,,,
2023-01-29,Close Recoil Pushdown,Triceps,43.75,kgs,9,,,
2023-01-29,Cable Crunch,Abs,43.75,kgs,10,,,
2023-01-29,Cable Crunch,Abs,43.75,kgs,7,,,
2023-01-29,Close Recoil Pushdown,Triceps,43.75,kgs,7,,,
2023-01-31,Rowing Machine,Cardio,,,,0.0,m,0:03:00
2023-01-31,Hip Thrusts,Legs,60.0,kgs,10,,,
2023-01-31,Hip Thrusts,Legs,100.0,kgs,8,,,
2023-01-31,Hip Thrusts,Legs,140.0,kgs,8,,,
2023-01-31,Hip Thrusts,Legs,140.0,kgs,8,,,
2023-01-31,Overhead Press,Shoulders,20.0,kgs,10,,,
2023-01-31,Overhead Press,Shoulders,40.0,kgs,9,,,
2023-01-31,Overhead Press,Shoulders,50.0,kgs,8,,,
2023-01-31,Overhead Press,Shoulders,50.0,kgs,6,,,
2023-01-31,Dumbbell Curl,Biceps,20.0,kgs,10,,,
2023-01-31,Dumbbell Curl,Biceps,20.0,kgs,7,,,
2023-01-31,Dumbbell Curl,Biceps,14.0,kgs,3,,,
2023-01-31,Dumbbell Curl,Biceps,20.0,kgs,4,,,
2023-01-31,Dumbbell Curl,Biceps,14.0,kgs,4,,,
2023-01-31,Back Extension,Back,0.0,kgs,15,,,
2023-01-31,Back Extension,Back,0.0,kgs,14,,,
2023-01-31,Back Extension,Back,0.0,kgs,13,,,
2023-02-06,Deadlift,Back,20.0,kgs,10,,,
2023-02-06,Deadlift,Back,70.0,kgs,10,,,
2023-02-06,Deadlift,Back,110.0,kgs,6,,,
2023-02-06,Deadlift,Back,130.0,kgs,5,,,
2023-02-06,Deadlift,Back,150.0,kgs,5,,,
2023-02-06,Deadlift,Back,160.0,kgs,5,,,
2023-02-06,Deadlift,Back,150.0,kgs,5,,,
2023-02-06,Flat Barbell Bench Press,Chest,20.0,kgs,20,,,
2023-02-06,Flat Barbell Bench Press,Chest,60.0,kgs,8,,,
2023-02-06,Flat Barbell Bench Press,Chest,80.0,kgs,6,,,
2023-02-06,Flat Barbell Bench Press,Chest,100.0,kgs,7,,,
2023-02-06,Flat Barbell Bench Press,Chest,100.0,kgs,8,,,
2023-02-06,Flat Barbell Bench Press,Chest,100.0,kgs,6,,,
2023-02-06,Close Recoil Pushdown,Triceps,43.75,kgs,12,,,
2023-02-06,Close Recoil Pushdown,Triceps,43.75,kgs,8,,,
2023-02-06,Close Recoil Pushdown,Triceps,43.75,kgs,8,,,
2023-02-06,One Arm Cable Lat Raise,Shoulders,7.5,kgs,8,,,
2023-02-06,One Arm Cable Lat Raise,Shoulders,7.5,kgs,10,,,
2023-02-06,One Arm Cable Lat Raise,Shoulders,7.5,kgs,10,,,
2023-02-06,Cable Crunch,Abs,47.5,kgs,8,,,
2023-02-06,One Arm Cable Lat Raise,Shoulders,7.5,kgs,9,,,
2023-02-06,Cable Crunch,Abs,43.75,kgs,10,,,
2023-02-06,Cable Crunch,Abs,43.75,kgs,10,,,
2023-02-08,Barbell Squat,Legs,20.0,kgs,10,,,
2023-02-08,Barbell Squat,Legs,60.0,kgs,10,,,
2023-02-08,Hack Squat Machine,Legs,0.0,kgs,8,,,
2023-02-08,Hack Squat Machine,Legs,40.0,kgs,6,,,
2023-02-08,Hack Squat Machine,Legs,60.0,kgs,8,,,
2023-02-08,Hack Squat Machine,Legs,60.0,kgs,10,,,
2023-02-08,Hack Squat Machine,Legs,60.0,kgs,9,,,
2023-02-08,Overhead Press,Shoulders,20.0,kgs,10,,,
2023-02-08,Overhead Press,Shoulders,40.0,kgs,8,,,
2023-02-08,Overhead Press,Shoulders,50.0,kgs,5,,,
2023-02-08,Overhead Press,Shoulders,60.0,kgs,4,,,
2023-02-08,Overhead Press,Shoulders,55.0,kgs,4,,,
2023-02-08,Overhead Press,Shoulders,50.0,kgs,6,,,
2023-02-08,Close Grip Recoil Pulldown,Back,70.0,kgs,8,,,
