Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time
2020-10-10,Flat Barbell Bench Press,Chest,20.0,kgs,25,,,
2020-10-10,Flat Barbell Bench Press,Chest,40.0,kgs,12,,,
2020-10-10,Flat Barbell Bench Press,Chest,60.0,kgs,10,,,
2020-10-10,Flat Barbell Bench Press,Chest,100.0,kgs,2,,,
2020-11-05,Barbell Squat,Legs,110.0,kgs,5,,,
2020-12-16,Barbell Squat,Legs,115.0,kgs,6,,,
2020-12-21,Barbell Squat,Legs,120.0,kgs,6,,,
2021-09-26,Barbell Squat,Legs,110.0,kgs,5,,,
2021-10-15,Barbell Squat,Legs,115.0,kgs,5,,,
2021-10-25,Barbell Squat,Legs,120.0,kgs,5,,,
2021-11-02,Barbell Squat,Legs,110.0,kgs,5,,,
2021-11-02,Flat Barbell Bench Press,Chest,20.0,kgs,25,,,
2021-11-02,Flat Barbell Bench Press,Chest,40.0,kgs,12,,,
2021-11-02,Flat Barbell Bench Press,Chest,60.0,kgs,10,,,
2021-11-02,Flat Barbell Bench Press,Chest,80.0,kgs,6,,,
2021-11-02,Flat Barbell Bench Press,Chest,90.0,kgs,6,,,
2021-11-09,Flat Barbell Bench Press,Chest,20.0,kgs,25,,,
2021-11-09,Flat Barbell Bench Press,Chest,40.0,kgs,12,,,
2021-11-09,Flat Barbell Bench Press,Chest,60.0,kgs,10,,,
2021-11-09,Flat Barbell Bench Press,Chest,80.0,kgs,6,,,
2021-11-09,Flat Barbell Bench Press,Chest,100.0,kgs,4,,,
2021-11-17,Barbell Squat,Legs,120.0,kgs,5,,,
2021-11-17,Flat Barbell Bench Press,Chest,20.0,kgs,25,,,
2021-11-17,Flat Barbell Bench Press,Chest,40.0,kgs,12,,,
2021-11-17,Flat Barbell Bench Press,Chest,60.0,kgs,10,,,
2021-11-17,Flat Barbell Bench Press,Chest,80.0,kgs,6,,,
2021-11-17,Flat Barbell Bench Press,Chest,100.0,kgs,5,,,
2021-11-29,Barbell Squat,Legs,120.0,kgs,7,,,
2021-12-14,Flat Barbell Bench Press,Chest,20.0,kgs,25,,,
2021-12-14,Flat Barbell Bench Press,Chest,40.0,kgs,12,,,
2021-12-14,Flat Barbell Bench Press,Chest,60.0,kgs,10,,,
2021-12-14,Flat Barbell Bench Press,Chest,80.0,kgs,6,,,
2021-12-14,Flat Barbell Bench Press,Chest,110.0,kgs,3,,,
2021-12-18,Barbell Squat,Legs,130.0,kgs,5,,,
2021-12-18,Barbell Squat,Legs,120.0,kgs,5,,,
2021-12-18,Barbell Squat,Legs,120.0,kgs,6,,,
2022-01-24,Flat Barbell Bench Press,Chest,20.0,kgs,25,,,
2022-01-24,Flat Barbell Bench Press,Chest,40.0,kgs,12,,,
2022-01-24,Flat Barbell Bench Press,Chest,60.0,kgs,10,,,
2022-01-24,Flat Barbell Bench Press,Chest,80.0,kgs,6,,,
2022-01-24,Flat Barbell Bench Press,Chest,100.0,kgs,7,,,
2022-02-14,Barbell Squat,Legs,130.0,kgs,6,,,
2022-03-28,Barbell Squat,Legs,130.0,kgs,7,,,
2022-06-07,Flat Barbell Bench Press,Chest,20.0,kgs,25,,,
2022-06-07,Flat Barbell Bench Press,Chest,40.0,kgs,12,,,
2022-06-07,Flat Barbell Bench Press,Chest,60.0,kgs,10,,,
2022-06-07,Flat Barbell Bench Press,Chest,80.0,kgs,6,,,
2022-06-07,Flat Barbell Bench Press,Chest,100.0,kgs,7,,,
2022-06-12,Barbell Squat,Legs,140.0,kgs,5,,,
2022-07-07,Flat Barbell Bench Press,Chest,110.0,kgs,3,,,
2022-07-07,Flat Barbell Bench Press,Chest,100.0,kgs,5,,,
2022-07-07,Flat Barbell Bench Press,Chest,100.0,kgs,4,,,
2022-07-07,Overhead Press,Shoulders,50.0,kgs,5,,,
2022-07-07,Overhead Press,Shoulders,40.0,kgs,11,,,
2022-07-07,Lateral Dumbbell Raise,Shoulders,8.0,kgs,11,,,
2022-07-07,Overhead Press,Shoulders,40.0,kgs,6,,,
2022-07-07,Lateral Dumbbell Raise,Shoulders,8.0,kgs,9,,,
2022-07-07,Lateral Dumbbell Raise,Shoulders,8.0,kgs,9,,,
2022-07-07,Parallel Bar Triceps Dip,Triceps,0.0,kgs,14,,,
2022-07-07,Flat Barbell Bench Press,Chest,90.0,kgs,6,,,
2022-07-07,Parallel Bar Triceps Dip,Triceps,0.0,kgs,13,,,
2022-07-07,Parallel Bar Triceps Dip,Triceps,0.0,kgs,9,,,
2022-07-07,Bar pushdown,Triceps,28.75,kgs,11,,,
2022-07-07,Bar pushdown,Triceps,32.5,kgs,12,,,
2022-07-07,Bar pushdown,Triceps,36.25,kgs,7,,,
2022-07-09,Dumbbell Row,Back,40.5,kgs,8,,,
2022-07-09,Dumbbell Row,Back,40.5,kgs,8,,,
2022-07-09,Dumbbell Row,Back,40.5,kgs,8,,,
2022-07-09,Lat Pulldown,Back,90.0,kgs,8,,,
2022-07-09,Lat Pulldown,Back,80.0,kgs,12,,,
2022-07-09,Lat Pulldown,Back,80.0,kgs,10,,,
2022-07-09,One Arm Cable Back Delt,Back,7.5,kgs,8,,,
2022-07-09,One Arm Cable Back Delt,Back,7.5,kgs,10,,,
2022-07-09,Wide Hammer Bar Cable Row,Back,60.0,kgs,8,,,
2022-07-09,Wide Hammer Bar Cable Row,Back,50.0,kgs,11,,,
2022-07-09,Wide Hammer Bar Cable Row,Back,60.0,kgs,8,,,
2022-07-09,EZ-Bar Curl,Biceps,30.0,kgs,10,,,
2022-07-09,EZ-Bar Curl,Biceps,30.0,kgs,10,,,
2022-07-09,EZ-Bar Curl,Biceps,30.0,kgs,8,,,
2022-07-09,Seated Incline Dumbbell Curl,Biceps,8.0,kgs,15,,,
2022-07-09,Seated Incline Dumbbell Curl,Biceps,7.0,kgs,15,,,
2022-07-09,Seated Incline Dumbbell Curl,Biceps,7.0,kgs,15,,,
2022-07-11,Running (Outdoor),Cardio,,,,1600.0,m,0:00:00
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pull Up,Back,0.0,kgs,5,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,Pushup,Chest,0.0,kgs,10,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,BW Squat,Legs,0.0,kgs,15,,,
2022-07-11,Running (Outdoor),Cardio,,,,1600.0,m,0:00:00
2022-07-12,Overhead Press,Shoulders,40.0,kgs,10,,,
2022-07-12,Overhead Press,Shoulders,40.0,kgs,8,,,
2022-07-12,Overhead Press,Shoulders,40.0,kgs,8,,,
2022-07-12,Overhead Press,Shoulders,40.0,kgs,7,,,
2022-07-12,Overhead Press,Shoulders,40.0,kgs,8,,,
2022-07-12,Overhead Press,Shoulders,35.0,kgs,10,,,
2022-07-12,Lateral Dumbbell Raise,Shoulders,7.0,kgs,12,,,
2022-07-12,Lateral Dumbbell Raise,Shoulders,7.0,kgs,12,,,
2022-07-12,Lateral Dumbbell Raise,Shoulders,7.0,kgs,10,,,
2022-07-12,Lateral Dumbbell Raise,Shoulders,7.0,kgs,10,,,
2022-07-12,Behind Back Dips,Triceps,1.0,kgs,15,,,
2022-07-12,Behind Back Dips,Triceps,1.0,kgs,17,,,
2022-07-12,Behind Back Dips,Triceps,1.0,kgs,20,,,
2022-07-24,Barbell Squat,Legs,120.0,kgs,5,,,
2022-07-24,Barbell Squat,Legs,120.0,kgs,5,,,
2022-07-24,Barbell Squat,Legs,120.0,kgs,4,,,
2022-07-24,Leg Press,Legs,180.0,kgs,12,,,
2022-07-24,Leg Press,Legs,180.0,kgs,12,,,
2022-07-24,Leg Press,Legs,180.0,kgs,12,,,
2022-07-24,Leg Press,Legs,180.0,kgs,12,,,
2022-07-24,Leg Extension Machine,Legs,96.0,kgs,10,,,
2022-07-24,Leg Extension Machine,Legs,89.0,kgs,12,,,
2022-07-24,Leg Extension Machine,Legs,89.0,kgs,12,,,
2022-07-24,Leg Extension Machine,Legs,82.0,kgs,12,,,
2022-07-24,Leg Extension Machine,Legs,82.0,kgs,12,,,
2022-07-24,Lying Leg Curl Machine,Legs,74.0,kgs,10,,,
2022-07-24,Lying Leg Curl Machine,Legs,67.0,kgs,11,,,
2022-07-24,Lying Leg Curl Machine,Legs,60.0,kgs,12,,,
2022-07-24,Lying Leg Curl Machine,Legs,60.0,kgs,10,,,
2022-07-24,Lying Leg Curl Machine,Legs,53.0,kgs,12,,,
2022-07-24,Seated Calf Raise Machine,Legs,45.0,kgs,12,,,
2022-07-24,Seated Calf Raise Machine,Legs,40.0,kgs,12,,,
2022-07-24,Seated Calf Raise Machine,Legs,40.0,kgs,10,,,
2022-07-24,Seated Calf Raise Machine,Legs,35.0,kgs,12,,,
2022-07-24,Seated Calf Raise Machine,Legs,35.0,kgs,12,,,
2022-08-15,Flat Barbell Bench Press,Chest,100.0,kgs,5,,,
2022-08-15,Flat Barbell Bench Press,Chest,100.0,kgs,4,,,
2022-08-15,Flat Barbell Bench Press,Chest,100.0,kgs,3,,,
2022-08-15,Flat Barbell Bench Press,Chest,80.0,kgs,12,,,
2022-08-15,Flat Barbell Bench Press,Chest,80.0,kgs,8,,,
2022-08-15,Incline Dumbbell Bench Press,Chest,28.0,kgs,12,,,
2022-08-15,Incline Dumbbell Bench Press,Chest,28.0,kgs,10,,,
2022-08-15,Incline Dumbbell Bench Press,Chest,28.0,kgs,8,,,
2022-08-15,Cable Flyes,Chest,12.5,kgs,12,,,
2022-08-15,Cable Flyes,Chest,12.5,kgs,12,,,
2022-08-15,Cable Flyes,Chest,12.5,kgs,12,,,
2022-08-22,Deadlift,Back,100.0,kgs,5,,,
2022-08-22,Deadlift,Back,120.0,kgs,5,,,
2022-08-22,Deadlift,Back,140.0,kgs,5,,,
2022-08-22,Deadlift,Back,150.0,kgs,5,,,
2022-08-22,Deadlift,Back,160.0,kgs,4,,,
2022-08-22,Deadlift,Back,160.0,kgs,3,,,
2022-08-22,Overhead Press,Shoulders,40.0,kgs,5,,,
2022-08-22,Overhead Press,Shoulders,50.0,kgs,5,,,
2022-08-22,Overhead Press,Shoulders,55.0,kgs,4,,,
2022-08-22,Overhead Press,Shoulders,50.0,kgs,5,,,
2022-08-22,Overhead Press,Shoulders,50.0,kgs,5,,,
2022-08-22,Overhead Press,Shoulders,50.0,kgs,4,,,
2022-08-22,Chin Up,Back,0.0,kgs,16,,,
2022-08-22,Chin Up,Back,0.0,kgs,8,,,
2022-08-22,Chin Up,Back,0.0,kgs,8,,,
2022-08-23,Barbell Squat,Legs,80.0,kgs,5,,,
2022-08-23,Barbell Squat,Legs,100.0,kgs,6,,,
2022-08-23,Barbell Squat,Legs,100.0,kgs,7,,,
2022-08-23,Barbell Squat,Legs,110.0,kgs,5,,,
2022-08-23,Barbell Squat,Legs,110.0,kgs,4,,,
2022-08-23,Flat Barbell Bench Press,Chest,90.0,kgs,5,,,
2022-08-23,Flat Barbell Bench Press,Chest,100.0,kgs,3,,,
2022-08-23,Flat Barbell Bench Press,Chest,90.0,kgs,5,,,
2022-08-23,Flat Barbell Bench Press,Chest,90.0,kgs,5,,,
2022-08-23,Flat Barbell Bench Press,Chest,90.0,kgs,5,,,
2022-08-23,Seated Cable Row,Back,80.0,kgs,12,,,
2022-08-23,Seated Cable Row,Back,90.0,kgs,7,,,
2022-08-23,Seated Cable Row,Back,80.0,kgs,10,,,
2022-08-23,Seated Cable Row,Back,80.0,kgs,10,,,
2022-08-25,Deadlift,Back,100.0,kgs,5,,,
2022-08-25,Deadlift,Back,120.0,kgs,5,,,
2022-08-25,Deadlift,Back,140.0,kgs,5,,,
2022-08-25,Deadlift,Back,160.0,kgs,5,,,
2022-08-25,Deadlift,Back,160.0,kgs,2,,,
2022-08-25,Deadlift,Back,100.0,kgs,10,,,
2022-08-25,Overhead Press,Shoulders,20.0,kgs,10,,,
2022-08-25,Overhead Press,Shoulders,30.0,kgs,5,,,
2022-08-25,Overhead Press,Shoulders,40.0,kgs,5,,,
2022-08-25,Overhead Press,Shoulders,50.0,kgs,6,,,
2022-08-25,Overhead Press,Shoulders,50.0,kgs,5,,,
2022-08-25,Overhead Press,Shoulders,50.0,kgs,4,,,
2022-08-25,Chin Up,Back,0.0,kgs,13,,,
2022-08-25,Chin Up,Back,0.0,kgs,9,,,
2022-08-25,Chin Up,Back,0.0,kgs,10,,,
2022-08-25,Dumbbell Curl,Biceps,16.0,kgs,8,,,
2022-08-25,Dumbbell Curl,Biceps,12.0,kgs,5,,,
2022-08-25,Dumbbell Curl,Biceps,16.0,kgs,7,,,
2022-08-25,Dumbbell Curl,Biceps,12.0,kgs,3,,,
2022-08-25,Dumbbell Curl,Biceps,16.0,kgs,6,,,
2022-08-25,Dumbbell Curl,Biceps,12.0,kgs,3,,,
2022-08-25,Dumbbell Curl,Biceps,8.0,kgs,10,,,
2022-08-27,Flat Barbell Bench Press,Chest,80.0,kgs,5,,,
2022-08-27,Flat Barbell Bench Press,Chest,100.0,kgs,6,,,
2022-08-27,Flat Barbell Bench Press,Chest,100.0,kgs,5,,,
2022-08-27,Flat Barbell Bench Press,Chest,100.0,kgs,4,,,
2022-08-27,Flat Barbell Bench Press,Chest,90.0,kgs,6,,,
2022-08-27,Flat Barbell Bench Press,Chest,80.0,kgs,9,,,
2022-08-27,Flat Barbell Bench Press,Chest,80.0,kgs,9,,,
2022-08-27,Barbell Squat,Legs,60.0,kgs,6,,,
2022-08-27,Barbell Squat,Legs,80.0,kgs,5,,,
2022-08-27,Barbell Squat,Legs,100.0,kgs,5,,,
2022-08-27,Barbell Squat,Legs,110.0,kgs,5,,,
2022-08-27,Barbell Squat,Legs,110.0,kgs,6,,,
2022-08-27,Dumbbell Row,Back,40.5,kgs,6,,,
2022-08-27,Dumbbell Row,Back,40.5,kgs,6,,,
2022-08-27,Dumbbell Row,Back,40.5,kgs,8,,,
2022-08-27,Rope Push Down,Triceps,28.75,kgs,7,,,
2022-08-27,Rope Push Down,Triceps,25.0,kgs,8,,,
2022-08-27,Rope Push Down,Triceps,25.0,kgs,7,,,
2022-08-28,Overhead Press,Shoulders,20.0,kgs,15,,,
2022-08-28,Overhead Press,Shoulders,30.0,kgs,8,,,
2022-08-28,Overhead Press,Shoulders,40.0,kgs,5,,,
2022-08-28,Overhead Press,Shoulders,50.0,kgs,2,,,
2022-08-28,Overhead Press,Shoulders,55.0,kgs,5,,,
2022-08-28,Overhead Press,Shoulders,55.0,kgs,4,,,
2022-08-28,Overhead Press,Shoulders,55.0,kgs,4,,,
2022-08-28,Overhead Press,Shoulders,55.0,kgs,3,,,
2022-08-28,Overhead Press,Shoulders,40.0,kgs,10,,,
2022-08-28,Overhead Press,Shoulders,40.0,kgs,8,,,
2022-08-28,Deficit Deadlift,Legs,60.0,kgs,8,,,
2022-08-28,Deficit Deadlift,Legs,100.0,kgs,5,,,
2022-08-28,Deficit Deadlift,Legs,120.0,kgs,5,,,
2022-08-28,Deficit Deadlift,Legs,140.0,kgs,5,,,
2022-08-28,Deficit Deadlift,Legs,140.0,kgs,5,,,
2022-08-28,Deficit Deadlift,Legs,140.0,kgs,5,,,
2022-08-28,Chin Up,Back,0.0,kgs,12,,,
2022-08-28,Chin Up,Back,0.0,kgs,11,,,
2022-08-28,Chin Up,Back,0.0,kgs,8,,,
2022-09-05,Flat Barbell Bench Press,Chest,80.0,kgs,5,,,
2022-09-05,Flat Barbell Bench Press,Chest,100.0,kgs,7,,,
2022-09-05,Flat Barbell Bench Press,Chest,100.0,kgs,5,,,
2022-09-05,Flat Barbell Bench Press,Chest,100.0,kgs,4,,,
2022-09-05,Flat Barbell Bench Press,Chest,90.0,kgs,5,,,
2022-09-05,Flat Barbell Bench Press,Chest,80.0,kgs,9,,,
2022-09-05,Dumbbell Row,Back,42.0,kgs,7,,,
2022-09-05,Dumbbell Row,Back,42.0,kgs,7,,,
2022-09-05,Dumbbell Row,Back,42.0,kgs,7,,,
2022-09-05,Dumbbell Preacher Curl,Biceps,16.0,kgs,5,,,
2022-09-05,Dumbbell Preacher Curl,Biceps,14.0,kgs,6,,,
2022-09-05,Dumbbell Preacher Curl,Biceps,12.0,kgs,6,,,
2022-09-05,Dumbbell Preacher Curl,Biceps,12.0,kgs,5,,,
2022-09-08,Barbell Squat,Legs,60.0,kgs,8,,,
2022-09-08,Barbell Squat,Legs,80.0,kgs,5,,,
2022-09-08,Barbell Squat,Legs,100.0,kgs,5,,,
2022-09-08,Barbell Squat,Legs,120.0,kgs,5,,,
2022-09-08,Barbell Squat,Legs,120.0,kgs,4,,,
2022-09-08,Barbell Squat,Legs,120.0,kgs,5,,,
2022-09-08,Barbell Squat,Legs,100.0,kgs,6,,,
2022-09-08,Leg Extension Machine,Legs,103.0,kgs,10,,,
2022-09-08,Leg Extension Machine,Legs,103.0,kgs,12,,,
2022-09-08,Lying Leg Curl Machine,Legs,67.0,kgs,15,,,
2022-09-08,Lying Leg Curl Machine,Legs,74.0,kgs,8,,,
2022-09-08,Lying Leg Curl Machine,Legs,67.0,kgs,9,,,
2022-09-08,Leg Extension Machine,Legs,103.0,kgs,11,,,
2022-09-12,Deadlift,Back,60.0,kgs,10,,,
2022-09-12,Deadlift,Back,80.0,kgs,8,,,
2022-09-12,Deadlift,Back,100.0,kgs,5,,,
2022-09-12,Deadlift,Back,140.0,kgs,4,,,
2022-09-12,Deadlift,Back,160.0,kgs,7,,,
2022-09-12,Deadlift,Back,170.0,kgs,5,,,
2022-09-12,Deadlift,Back,170.0,kgs,3,,,
2022-09-12,Deadlift,Back,100.0,kgs,8,,,
2022-09-12,Overhead Press,Shoulders,20.0,kgs,15,,,
2022-09-12,Overhead Press,Shoulders,40.0,kgs,5,,,
2022-09-12,Overhead Press,Shoulders,50.0,kgs,9,,,
2022-09-12,Overhead Press,Shoulders,50.0,kgs,7,,,
2022-09-12,Overhead Press,Shoulders,50.0,kgs,4,,,
2022-09-12,Overhead Press,Shoulders,40.0,kgs,8,,,
2022-09-12,Overhead Press,Shoulders,40.0,kgs,7,,,
2022-09-12,Lat Pulldown,Back,84.5,kgs,8,,,
2022-09-12,Lat Pulldown,Back,77.5,kgs,9,,,
2022-09-12,Lat Pulldown,Back,77.5,kgs,9,,,
2022-09-12,Dumbbell Hammer Curl,Biceps,15.0,kgs,8,,,
2022-09-12,Dumbbell Hammer Curl,Biceps,15.0,kgs,8,,,
2022-09-12,Dumbbell Hammer Curl,Biceps,15.0,kgs,8,,,
2022-09-14,Flat Dumbbell Bench Press,Chest,14.0,kgs,12,,,
2022-09-14,Flat Dumbbell Bench Press,Chest,22.0,kgs,10,,,
2022-09-14,Flat Barbell Bench Press,Chest,60.0,kgs,10,,,
2022-09-14,Flat Barbell Bench Press,Chest,80.0,kgs,5,,,
2022-09-14,Flat Barbell Bench Press,Chest,100.0,kgs,3,,,
2022-09-14,Flat Barbell Bench Press,Chest,110.0,kgs,3,,,
2022-09-14,Flat Barbell Bench Press,Chest,100.0,kgs,4,,,
2022-09-14,Flat Barbell Bench Press,Chest,100.0,kgs,3,,,
2022-09-14,Flat Barbell Bench Press,Chest,90.0,kgs,6,,,
2022-09-14,Flat Barbell Bench Press,Chest,90.0,kgs,5,,,
2022-09-14,Flat Barbell Bench Press,Chest,80.0,kgs,6,,,
2022-09-14,Flat Barbell Bench Press,Chest,70.0,kgs,12,,,
2022-09-17,Barbell Squat,Legs,60.0,kgs,8,,,
2022-09-17,Barbell Squat,Legs,80.0,kgs,5,,,
2022-09-17,Barbell Squat,Legs,100.0,kgs,5,,,
2022-09-17,Barbell Squat,Legs,125.0,kgs,6,,,
2022-09-17,Barbell Squat,Legs,125.0,kgs,5,,,
2022-09-17,Barbell Squat,Legs,125.0,kgs,3,,,
2022-09-17,Barbell Squat,Legs,80.0,kgs,5,,,
2022-09-17,Flat Barbell Bench Press,Chest,20.0,kgs,12,,,
2022-09-17,Flat Barbell Bench Press,Chest,60.0,kgs,10,,,
2022-09-17,Flat Barbell Bench Press,Chest,80.0,kgs,5,,,
2022-09-17,Flat Barbell Bench Press,Chest,100.0,kgs,3,,,
2022-09-17,Flat Barbell Bench Press,Chest,110.0,kgs,2,,,
2022-09-17,Flat Barbell Bench Press,Chest,100.0,kgs,5,,,
2022-09-17,Flat Barbell Bench Press,Chest,100.0,kgs,3,,,
2022-09-17,Flat Barbell Bench Press,Chest,60.0,kgs,6,,,
2022-09-17,Glute Drive Machine,Legs,110.4,kgs,15,,,
2022-09-17,Glute Drive Machine,Legs,140.4,kgs,12,,,
2022-09-17,Glute Drive Machine,Legs,140.4,kgs,10,,,
2022-09-17,Rope Push Down,Triceps,25.0,kgs,13,,,
2022-09-17,Rope Push Down,Triceps,28.75,kgs,8,,,
2022-09-17,Rope Push Down,Triceps,25.0,kgs,9,,,
2022-09-17,Total Abdominal Machine,Abs,70.0,kgs,12,,,
2022-09-17,Dumbbell Curl,Biceps,16.0,kgs,12,,,
2022-09-17,Total Abdominal Machine,Abs,75.0,kgs,12,,,
2022-09-17,Dumbbell Curl,Biceps,16.0,kgs,10,,,
2022-09-17,Total Abdominal Machine,Abs,75.0,kgs,12,,,
2022-09-17,Dumbbell Curl,Biceps,16.0,kgs,8,,,
2022-09-20,Deadlift,Back,60.0,kgs,10,,,
2022-09-20,Deadlift,Back,100.0,kgs,5,,,
2022-09-20,Deadlift,Back,140.0,kgs,5,,,
2022-09-20,Deadlift,Back,160.0,kgs,3,,,
2022-09-20,Deadlift,Back,180.0,kgs,4,,,
2022-09-20,Deadlift,Back,160.0,kgs,5,,,
2022-09-20,Deadlift,Back,160.0,kgs,5,,,
2022-09-20,Overhead Press,Shoulders,20.0,kgs,12,,,
2022-09-20,Overhead Press,Shoulders,30.0,kgs,8,,,
2022-09-20,Overhead Press,Shoulders,40.0,kgs,6,,,
2022-09-20,Overhead Press,Shoulders,50.0,kgs,4,,,
2022-09-20,Overhead Press,Shoulders,55.0,kgs,6,,,
2022-09-20,Overhead Press,Shoulders,55.0,kgs,3,,,
2022-09-20,Overhead Press,Shoulders,40.0,kgs,5,,,
2022-09-20,Overhead Press,Shoulders,40.0,kgs,10,,,
2022-09-20,One Arm Cable Lat Pulldown,Back,42.5,kgs,11,,,
2022-09-20,One Arm Cable Lat Pulldown,Back,42.5,kgs,11,,,
2022-09-20,One Arm Cable Lat Pulldown,Back,42.5,kgs,9,,,
2022-09-20,One Arm Cable Curl,Biceps,10.0,kgs,9,,,
2022-09-20,One Arm Cable Curl,Biceps,10.0,kgs,10,,,
2022-09-20,One Arm Cable Curl,Biceps,10.0,kgs,9,,,
2022-09-20,Cable Crunch,Abs,40.0,kgs,8,,,
2022-09-20,Side Superman,Back,0.0,kgs,10,,,
2022-09-20,Cable Crunch,Abs,36.25,kgs,10,,,
2022-09-20,Side Superman,Back,0.0,kgs,10,,,
2022-09-20,Cable Crunch,Abs,36.25,kgs,12,,,
2022-09-20,Side Superman,Back,0.0,kgs,10,,,
2022-09-22,Barbell Squat,Legs,60.0,kgs,10,,,
2022-09-22,Barbell Squat,Legs,80.0,kgs,10,,,
2022-09-22,Barbell Squat,Legs,80.0,kgs,10,,,
2022-09-22,Barbell Squat,Legs,80.0,kgs,10,,,
2022-09-22,Barbell Squat,Legs,80.0,kgs,10,,,
2022-09-22,Barbell Squat,Legs,80.0,kgs,10,,,
2022-09-22,Barbell Squat,Legs,80.0,kgs,10,,,
2022-09-22,Barbell Squat,Legs,80.0,kgs,10,,,
2022-09-22,Barbell Squat,Legs,80.0,kgs,10,,,
2022-09-22,Barbell Squat,Legs,80.0,kgs,10,,,
2022-09-22,Flat Barbell Bench Press,Chest,20.0,kgs,12,,,
2022-09-22,Flat Barbell Bench Press,Chest,60.0,kgs,8,,,
2022-09-22,Flat Barbell Bench Press,Chest,80.0,kgs,8,,,
2022-09-22,Flat Barbell Bench Press,Chest,80.0,kgs,11,,,
2022-09-22,Flat Barbell Bench Press,Chest,80.0,kgs,8,,,
2022-09-22,One Arm Cable Row,Back,35.0,kgs,12,,,
2022-09-22,One Arm Cable Row,Back,42.5,kgs,9,,,
2022-09-22,One Arm Cable Row,Back,42.5,kgs,10,,,
2022-09-25,Running (Treadmill),Cardio,,,,3000.0,m,0:18:00
2022-09-25,Overhead Press,Shoulders,20.0,kgs,12,,,
2022-09-25,Overhead Press,Shoulders,45.0,kgs,11,,,
2022-09-25,Overhead Press,Shoulders,45.0,kgs,7,,,
2022-09-25,Overhead Press,Shoulders,40.0,kgs,8,,,
2022-09-25,Overhead Press,Shoulders,40.0,kgs,7,,,
2022-09-25,Overhead Press,Shoulders,40.0,kgs,6,,,
